,time,pitch
0,0.0,0.0
1,0.032,0.0
2,0.064,0.0
3,0.096,0.0
4,0.128,0.0
5,0.16,0.0
6,0.192,0.0
7,0.224,0.0
8,0.256,0.0
9,0.288,0.0
10,0.32,0.0
11,0.352,0.0
12,0.384,0.0
13,0.416,0.0
14,0.448,0.0
15,0.48,0.0
16,0.512,0.0
17,0.544,0.0
18,0.576,0.0
19,0.608,0.0
20,0.64,0.0
21,0.672,0.0
22,0.704,0.0
23,0.736,0.0
24,0.768,0.0
25,0.8,0.0
26,0.832,0.0
27,0.864,0.0
28,0.896,0.0
29,0.928,0.0
30,0.96,0.0
31,0.992,0.0
32,1.024,0.0
33,1.056,0.0
34,1.088,0.0
35,1.12,0.0
36,1.152,0.33679574728012085
37,1.184,0.33699706196784973
38,1.216,0.0
39,1.248,0.0
40,1.28,0.347183495759964
41,1.312,0.3477679193019867
42,1.344,0.0
43,1.376,0.0
44,1.408,0.0
45,1.44,0.3684528172016144
46,1.472,0.376083105802536
47,1.504,0.37949424982070923
48,1.536,0.37765607237815857
49,1.568,0.0
50,1.6,0.0
51,1.632,0.3739315867424011
52,1.664,0.379682332277298
53,1.696,0.3821587562561035
54,1.728,0.3755762279033661
55,1.76,0.37050652503967285
56,1.792,0.3721068203449249
57,1.824,0.3763466775417328
58,1.856,0.3783571422100067
59,1.888,0.3748031556606293
60,1.92,0.37071797251701355
61,1.952,0.3720562756061554
62,1.984,0.0
63,2.016,0.3780040144920349
64,2.048,0.3801976144313812
65,2.08,0.3785638213157654
66,2.112,0.37406718730926514
67,2.144,0.0
68,2.176,0.0
69,2.208,0.0
70,2.24,0.0
71,2.272,0.0
72,2.304,0.3293687403202057
73,2.336,0.3235616981983185
74,2.368,0.31956085562705994
75,2.4,0.31722989678382874
76,2.432,0.0
77,2.464,0.0
78,2.496,0.0
79,2.528,0.31616541743278503
80,2.56,0.3166799247264862
81,2.592,0.31443074345588684
82,2.624,0.3103839159011841
83,2.656,0.0
84,2.688,0.31461241841316223
85,2.72,0.31609487533569336
86,2.752,0.31581589579582214
87,2.784,0.31639039516448975
88,2.816,0.0
89,2.848,0.0
90,2.88,0.0
91,2.912,0.0
92,2.944,0.0
93,2.976,0.0
94,3.008,0.0
95,3.04,0.0
96,3.072,0.0
97,3.104,0.0
98,3.136,0.0
99,3.168,0.0
100,3.2,0.2698257267475128
101,3.232,0.0
102,3.264,0.0
103,3.296,0.0
104,3.328,0.0
105,3.36,0.0
106,3.392,0.0
107,3.424,0.2720034122467041
108,3.456,0.26745104789733887
109,3.488,0.26611778140068054
110,3.52,0.2664690613746643
111,3.552,0.2676638960838318
112,3.584,0.2715243101119995
113,3.616,0.2856508791446686
114,3.648,0.3091433048248291
115,3.68,0.3154958188533783
116,3.712,0.3147878348827362
117,3.744,0.0
118,3.776,0.3152416944503784
119,3.808,0.31577786803245544
120,3.84,0.0
121,3.872,0.0
122,3.904,0.0
123,3.936,0.38513901829719543
124,3.968,0.3911750912666321
125,4.0,0.0
126,4.032,0.0
127,4.064,0.38424837589263916
128,4.096,0.3722011148929596
129,4.128,0.3605950176715851
130,4.16,0.3500725328922272
131,4.192,0.0
132,4.224,0.0
133,4.256,0.3477930724620819
134,4.288,0.3480828106403351
135,4.32,0.3514920473098755
136,4.352,0.365879625082016
137,4.384,0.377562552690506
138,4.416,0.38082969188690186
139,4.448,0.37786173820495605
140,4.48,0.37233418226242065
141,4.512,0.37042105197906494
142,4.544,0.3747395873069763
143,4.576,0.38164547085762024
144,4.608,0.3826510012149811
145,4.64,0.3787134289741516
146,4.672,0.0
147,4.704,0.0
148,4.736,0.37919506430625916
149,4.768,0.38161522150039673
150,4.8,0.3796593248844147
151,4.832,0.3757418990135193
152,4.864,0.3751174211502075
153,4.896,0.3782618045806885
154,4.928,0.380951851606369
155,4.96,0.3819150924682617
156,4.992,0.0
157,5.024,0.3816506862640381
158,5.056,0.3788805603981018
159,5.088,0.37668922543525696
160,5.12,0.0
161,5.152,0.0
162,5.184,0.35001954436302185
163,5.216,0.0
164,5.248,0.3472866117954254
165,5.28,0.0
166,5.312,0.0
167,5.344,0.35290056467056274
168,5.376,0.36252960562705994
169,5.408,0.3715515732765198
170,5.44,0.37831994891166687
171,5.472,0.37869584560394287
172,5.504,0.0
173,5.536,0.377617746591568
174,5.568,0.3763972222805023
175,5.6,0.3633902072906494
176,5.632,0.3478800654411316
177,5.664,0.34912100434303284
178,5.696,0.3516945242881775
179,5.728,0.3502381443977356
180,5.76,0.0
181,5.792,0.0
182,5.824,0.0
183,5.856,0.35024380683898926
184,5.888,0.3517853617668152
185,5.92,0.34803882241249084
186,5.952,0.0
187,5.984,0.0
188,6.016,0.0
189,6.048,0.0
190,6.08,0.0
191,6.112,0.0
192,6.144,0.0
193,6.176,0.0
194,6.208,0.0
195,6.24,0.0
196,6.272,0.0
197,6.304,0.0
198,6.336,0.0
199,6.368,0.0
200,6.4,0.0
201,6.432,0.0
202,6.464,0.0
203,6.496,0.0
204,6.528,0.0
205,6.56,0.0
206,6.592,0.0
207,6.624,0.0
208,6.656,0.0
209,6.688,0.3455691933631897
210,6.72,0.3461786210536957
211,6.752,0.0
212,6.784,0.0
213,6.816,0.34715646505355835
214,6.848,0.34525126218795776
215,6.88,0.33636710047721863
216,6.912,0.0
217,6.944,0.0
218,6.976,0.0
219,7.008,0.0
220,7.04,0.0
221,7.072,0.2385988086462021
222,7.104,0.2398684322834015
223,7.136,0.0
224,7.168,0.0
